총 캐나다 확진자수,총 캐나다 사망자수,총 캐나다 회복자수,총 캐나다 활동수,하루 캐나다 확진자수,하루 캐나다 사망자수,하루 캐나다 회복자수,하루 캐나다 활동수,온타리오 캐나다 확진자수,온타리오 캐나다 사망자수,온타리오 캐나다 회복자수,온타리오 캐나다 활동수,하루 온타리오 캐나다 확진자수,하루 온타리오 캐나다 사망자수,하루 온타리오 캐나다 회복자수,하루 온타리오 캐나다 활동수
"1,071,022","23,356","970,855","76,811",['10858'],['41'],['7453'],['3364'],"391,009","7,567","348,684","34,758","['4', '401']",['15'],"['2', '445']","['1', '941']"
