Total Confirmed in Canada,Total Death in Canada,Total Recovered in Canada,Total Active in Canada,Daily Confirmed in Canada,Daily Death in Canada,Daily Recovered in Canada,Daily Active in Canada,Total Confirmed in Ontario,Total Death in Ontario,Total Recovered in Ontario,Total Active in Ontario,Daily Confirmed in Ontario,Daily Death in Ontario,Daily Recovered in Ontario,Daily Active in Ontario,Total Test,Total waiting,Total Hospital,Total ICU,Canada vaccination,Ontario vaccination,Ontario Hospital,Ontario ICU,캐나다 백신 총 접종자,온타리오 백신 총 접종자
1.117.908,23.607,1.006.897,87.222,['4253'],['18'],['3338'],['897'],416.995,7.716,367.691,41.588,['4250'],['18'],['3338'],['894'],13533157,28651,2107,741,9.866.474,3.837.881
